review,rating,date,bank,source
I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,2024-02-06,Bank of Abyssinia,Google Play Store
"The app is a total waste of time, it glitches, doesn't log in fast, super slow.",1,2024-04-21,Bank of Abyssinia,Google Play Store
So this updated version is so much better and faster but it doesn't open unless it's directly opened from play store. fix this issue I'd give it 5 if it wasn't for this,3,2024-02-16,Bank of Abyssinia,Google Play Store
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play Store
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,Bank of Abyssinia,Google Play Store
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play Store
"As usual the app is ok, but this time i can't update it normally. It lags at 99% all the time. Hope it's fixable.",4,2024-02-10,Bank of Abyssinia,Google Play Store
it is not working at all,1,2025-11-15,Bank of Abyssinia,Google Play Store
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,Bank of Abyssinia,Google Play Store
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,Bank of Abyssinia,Google Play Store
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play Store
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,Bank of Abyssinia,Google Play Store
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play Store
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,Bank of Abyssinia,Google Play Store
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Bank of Abyssinia,Google Play Store
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Bank of Abyssinia,Google Play Store
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia,Google Play Store
"useless app. bank to bank transactions do not work at all, wallet topups like telebirr take hours to reach. what a shame from a bank this big.",1,2024-04-26,Bank of Abyssinia,Google Play Store
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,Bank of Abyssinia,Google Play Store
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play Store
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Bank of Abyssinia,Google Play Store
"The app is terrible, nothing functions properly. Especially since the latest update, it crashes all the time.",1,2024-05-01,Bank of Abyssinia,Google Play Store
